id,agreement_rate,n_full_agreement,n_themes,agreement_level
441310HAN310-12724142,1.0,22,22,High Agreement (≥95%)
441376HAN376-13020755,0.9545454545454546,21,22,High Agreement (≥95%)
ici_radio-canada_ca_nouvelle_2101488_lancement-missiles-nucleaire-burevestnik-russie_20240903_092355,0.9090909090909091,20,22,Good Agreement (85-95%)
441310HAN310-12724422,0.8181818181818182,18,22,Moderate Agreement (75-85%)
441309HAN309-12722736,1.0,22,22,High Agreement (≥95%)
441301HAN301-12684289,0.9545454545454546,21,22,High Agreement (≥95%)
441352HAN352-12918341,0.9545454545454546,21,22,High Agreement (≥95%)
441358HAN358-12945372,0.9090909090909091,20,22,Good Agreement (85-95%)
441286HAN286-12607971,1.0,22,22,High Agreement (≥95%)
www_ledevoir_com_monde_europe_816051_vers-france-ingouvernable_20240706_134329,0.9545454545454546,21,22,High Agreement (≥95%)
www_lapresse_ca_actualites_2024-10-09_mauricie-et-centre-du-quebec_faussetes-et-omissions-a-la-dpj_php_20241009_123330,0.8636363636363636,19,22,Good Agreement (85-95%)
441332HAN332-12828320,0.8636363636363636,19,22,Good Agreement (85-95%)
441345HAN345-12889425,0.9090909090909091,20,22,Good Agreement (85-95%)
www_lapresse_ca_international_etats-unis_2024-11-27_le-pied-de-nez-de-trump-a-metoo_php_20241127_075334,0.9545454545454546,21,22,High Agreement (≥95%)
441371HAN371-12994934,0.9545454545454546,21,22,High Agreement (≥95%)
441328HAN328-12810355,0.9545454545454546,21,22,High Agreement (≥95%)
ici_radio-canada_ca_nouvelle_2127083_sean-fraser-ministre-logement-justin-trudeau_20241216_021328,0.9545454545454546,21,22,High Agreement (≥95%)
441278HAN278-12567312,0.9545454545454546,21,22,High Agreement (≥95%)
www_ledevoir_com_monde_etats-unis_816333_joe-biden-conference-presse-test-candidature_20240712_084330,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_info_long-format_2079867_passages-clandestins-canada-frontiere-etats-unis_20240611_222345,1.0,22,22,High Agreement (≥95%)
441298HAN298-12671482,0.9545454545454546,21,22,High Agreement (≥95%)
441351HAN351-12911858,0.9545454545454546,21,22,High Agreement (≥95%)
www_journaldemontreal_com_2024_10_08_louragan-milton-pourrait-etre-la-pire-tempete-en-floride-en-un-siecle-avertit-biden_20241008_175325,0.8181818181818182,18,22,Moderate Agreement (75-85%)
441342HAN342-12875068,1.0,22,22,High Agreement (≥95%)
www_tvanouvelles_ca_2024_08_03_une-femme-gravement-blessee-apres-une-collision-avec-un-orignal_20240804_061328,0.9090909090909091,20,22,Good Agreement (85-95%)
www_lapresse_ca_actualites_grand-montreal_2024-10-03_degradation-importante-de-poutres_la-stm-ferme-d-urgence-trois-stations-de-metro_php_20241004_051330,1.0,22,22,High Agreement (≥95%)
441390HAN390-13072609,0.9545454545454546,21,22,High Agreement (≥95%)
441311HAN311-12732543,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_recit-numerique_10863_soins-affirmation-genre-bloqueurs-puberte-chirurgie-hormone-transgenre-jeunes-etudes-cass_20241028_165330,0.9545454545454546,21,22,High Agreement (≥95%)
ici_radio-canada_ca_nouvelle_2121507_matt-gaetz-procureur-general-justice-retrait_20241121_194331,0.9090909090909091,20,22,Good Agreement (85-95%)
441346HAN346-12893231,1.0,22,22,High Agreement (≥95%)
441310HAN310-12725690,0.9090909090909091,20,22,Good Agreement (85-95%)
441338HAN338-12860539,1.0,22,22,High Agreement (≥95%)
441351HAN351-12911938,0.9545454545454546,21,22,High Agreement (≥95%)
441346HAN346-12892234,1.0,22,22,High Agreement (≥95%)
441320HAN320-12771875,1.0,22,22,High Agreement (≥95%)
441346HAN346-12891882,1.0,22,22,High Agreement (≥95%)
www_tvanouvelles_ca_2024_10_06_publication-mystere-celine-dion-sur-scene-pour-le-sunday-night-football_20241007_025348,1.0,22,22,High Agreement (≥95%)
www_ledevoir_com_economie_817862_producteurs-acier-aluminium-font-bloc-contre-surcapacite-chinoise_20240809_004348,0.8636363636363636,19,22,Good Agreement (85-95%)
www_journaldemontreal_com_2024_10_09_intentions-de-vote--un-plq-dirige-par-pablo-rodriguez-brouillerait-les-cartes_20241009_070329,0.9545454545454546,21,22,High Agreement (≥95%)
441340HAN340-12870022,0.9545454545454546,21,22,High Agreement (≥95%)
441340HAN340-12870082,0.9090909090909091,20,22,Good Agreement (85-95%)
www_journaldemontreal_com_2024_09_07_mont-joli-un-homme-lutte-pour-sa-vie-apres-une-possible-altercation_20240908_005327,1.0,22,22,High Agreement (≥95%)
441286HAN286-12606604,0.9090909090909091,20,22,Good Agreement (85-95%)
441334HAN334-12837172,1.0,22,22,High Agreement (≥95%)
441344HAN344-12888445,0.9545454545454546,21,22,High Agreement (≥95%)
441363HAN363-12965677,0.8636363636363636,19,22,Good Agreement (85-95%)
www_ledevoir_com_politique_quebec_814482_fin-session-parlementaire-entreprises-financeront-indirectement-grands-chantiers-hydro-quebec_20240607_231343,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_info_long-format_2085769_montreal-ville-evenements-sportifs-inquietude_20240708_234408,0.9090909090909091,20,22,Good Agreement (85-95%)
ici_radio-canada_ca_info_en-direct_1011792_pluie-inondation-debby-tempete_20240810_062348,0.8636363636363636,19,22,Good Agreement (85-95%)
441377HAN377-13021785,0.7727272727272727,17,22,Moderate Agreement (75-85%)
www_lapresse_ca_actualites_justice-et-faits-divers_2024-09-23_guerre-des-stupefiants_la-sq-en-renfort-a-la-police-de-quebec_php_20240923_191351,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_info_long-format_2108907_controle-coercitif-feminicides-violence-conjugal_20241003_100329,0.8636363636363636,19,22,Good Agreement (85-95%)
www_journaldemontreal_com_2024_12_03_tarifs-douaniers-de-25--le-quebec-se-prepare-pour-eviter-de-partir-en-peur_20241203_220326,0.9545454545454546,21,22,High Agreement (≥95%)
www_lapresse_ca_international_moyen-orient_2024-10-01_attaque-de-missiles-iraniens_israel-menace-de-riposter_php_20241001_204407,0.9090909090909091,20,22,Good Agreement (85-95%)
441278HAN278-12569039,0.9545454545454546,21,22,High Agreement (≥95%)
www_tvanouvelles_ca_2024_05_30_feminicide-a-laval--le-suspect-cherchait-de-la-nourriture-apres-le-crime_20240530_163342,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_nouvelle_2135378_champagne-appui-carney-chefferie-liberale_20250126_181330,0.9090909090909091,20,22,Good Agreement (85-95%)
441328HAN328-12810066,1.0,22,22,High Agreement (≥95%)
441344HAN344-12888754,1.0,22,22,High Agreement (≥95%)
441279HAN279-12573638,0.8636363636363636,19,22,Good Agreement (85-95%)
441386HAN386-13059414,0.8636363636363636,19,22,Good Agreement (85-95%)
ici_radio-canada_ca_nouvelle_2102613_kamala-harris-changements-climatiques-strategie_20240907_085327,0.9545454545454546,21,22,High Agreement (≥95%)
www_journaldemontreal_com_2024_12_20_scandale-de-corruption-en-inde--la-caisse-a-t-elle-tente-detouffer-laffaire_20241220_070328,0.9090909090909091,20,22,Good Agreement (85-95%)
ici_radio-canada_ca_nouvelle_2076023_jean-pierre-ferland-mort-temoignages-declarations_20240601_103338,1.0,22,22,High Agreement (≥95%)
441347HAN347-12895955,0.7727272727272727,17,22,Moderate Agreement (75-85%)
ici_radio-canada_ca_info_en-direct_1011813_parti-democrate-convention-chicago-elections-americaines-presidentielles_20240821_081352,1.0,22,22,High Agreement (≥95%)
www_ledevoir_com_monde_europe_814071_deux-moments-jour-j_20240602_163345,0.9090909090909091,20,22,Good Agreement (85-95%)
441304HAN304-12697336,1.0,22,22,High Agreement (≥95%)
www_ledevoir_com_politique_canada_829057_nouvelle-annee-memes-problemes-justin-trudeau_20250103_112326,0.9545454545454546,21,22,High Agreement (≥95%)
www_journaldemontreal_com_2024_05_30_la-criminalite-a-augmente-de-115-a-montreal-en-2023_20240530_141337,1.0,22,22,High Agreement (≥95%)
441323HAN323-12785534,0.8181818181818182,18,22,Moderate Agreement (75-85%)
441286HAN286-12608224,1.0,22,22,High Agreement (≥95%)
www_tvanouvelles_ca_2024_07_06_je-ne-me-sentais-vraiment-pas-bien-pendant-le-debat-se-justifie-biden_20240706_020347,0.9545454545454546,21,22,High Agreement (≥95%)
www_ledevoir_com_societe_sante_818085_violence-travail-grimpe-milieu-sante-services-sociaux_20240813_083330,0.9090909090909091,20,22,Good Agreement (85-95%)
441315HAN315-12750514,1.0,22,22,High Agreement (≥95%)
www_journaldemontreal_com_2024_10_31_carte-des-vols-dauto--decouvrez-le-nouvel-endroit-prefere-des-criminels-au-quebec-en-2024_20241101_082326,0.8636363636363636,19,22,Good Agreement (85-95%)
ici_radio-canada_ca_nouvelle_2080232_canada-classement-demandes-asile-monde-unhcr_20240613_114354,0.9090909090909091,20,22,Good Agreement (85-95%)
441273HAN273-12546591,0.9090909090909091,20,22,Good Agreement (85-95%)
www_lapresse_ca_actualites_politique_2024-11-30_visite-a-mar-a-lago_trudeau-affirme-avoir-eu-une-excellente-conversation-avec-trump_php_20241201_012334,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_info_en-direct_1011614_guerre-hamas-palestiniens-israel-gaza_20241002_194357,0.9090909090909091,20,22,Good Agreement (85-95%)
www_tvanouvelles_ca_2024_09_28_le-chef-du-hezbollah-hassan-nasrallah-mort-selon-israel_20240928_114328,0.9090909090909091,20,22,Good Agreement (85-95%)
ici_radio-canada_ca_nouvelle_2129552_ecrasement-avion-coree-sud-muan_20241229_023325,0.8636363636363636,19,22,Good Agreement (85-95%)
441334HAN334-12836944,0.9545454545454546,21,22,High Agreement (≥95%)
441290HAN290-12630051,0.9090909090909091,20,22,Good Agreement (85-95%)
www_tvanouvelles_ca_2024_12_25_dautres-dirigeants-de-port-de-montreal-se-sont-gates-en-voyage-et-au-resto_20240806_103353,0.7727272727272727,17,22,Moderate Agreement (75-85%)
441321HAN321-12775053,1.0,22,22,High Agreement (≥95%)
441333HAN333-12831404,0.9545454545454546,21,22,High Agreement (≥95%)
441379HAN379-13029547,1.0,22,22,High Agreement (≥95%)
www_tvanouvelles_ca_2024_11_29_justin-trudeau-ira-rencontrer-donald-trump-en-floride_20241130_015347,0.9090909090909091,20,22,Good Agreement (85-95%)
www_ledevoir_com_monde_821216_ville-traumatisee-sderot-releve-apres-massacre-7-octobre_20241007_140348,0.9090909090909091,20,22,Good Agreement (85-95%)
441334HAN334-12837072,0.9545454545454546,21,22,High Agreement (≥95%)
441315HAN315-12749393,0.8636363636363636,19,22,Good Agreement (85-95%)
441376HAN376-13020466,0.9545454545454546,21,22,High Agreement (≥95%)
441352HAN352-12917697,1.0,22,22,High Agreement (≥95%)
441311HAN311-12732484,0.9545454545454546,21,22,High Agreement (≥95%)
441387HAN387-13061510,0.9545454545454546,21,22,High Agreement (≥95%)
www_journaldemontreal_com_2024_09_24_northvolt-en-mode-survie-une-saga-de-succes-qui-tourne-en-histoire-dhorreur_20240924_120327,1.0,22,22,High Agreement (≥95%)
www_tvanouvelles_ca_2024_12_15_grosse-journee-lundi-a-ottawa-vers-un-deficit-qui-depasse-60-g_20241216_094401,0.9545454545454546,21,22,High Agreement (≥95%)
www_tvanouvelles_ca_2024_09_03_le-ministre-pierre-fitzgibbon-quitte-ses-fonctions_20240903_205338,0.9090909090909091,20,22,Good Agreement (85-95%)
441302HAN302-12689428,0.9545454545454546,21,22,High Agreement (≥95%)
ici_radio-canada_ca_nouvelle_2085959_canada-trudeau-garneau-livre-critique-politique_20240705_193330,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_nouvelle_2103160_debat-harris-trump-pennsylvanie_20240910_215329,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_nouvelle_2116183_harris-discours-final-election_20241030_064355,0.9545454545454546,21,22,High Agreement (≥95%)
441310HAN310-12724053,1.0,22,22,High Agreement (≥95%)
ici_radio-canada_ca_nouvelle_2133813_chrystia-freeland-lancement-campagne-chefferie-liberal_20250119_220358,0.8636363636363636,19,22,Good Agreement (85-95%)
441281HAN281-12584296,1.0,22,22,High Agreement (≥95%)
441368HAN368-12983952,1.0,22,22,High Agreement (≥95%)
globalnews_ca_news_10602693_lcbo-strike-ontario-latest-july-4__20240705_090349,0.8636363636363636,19,22,Good Agreement (85-95%)
www_thestar_com_politics_federal_it-seems-everyone-but-justin-trudeau-knows-it-s-time-for-him-to-go-why_article_e3400c06-bee7-11ef-811b-83b5ab13466f_html_20241221_230436,0.9545454545454546,21,22,High Agreement (≥95%)
441347HAN347-12895980,0.8636363636363636,19,22,Good Agreement (85-95%)
globalnews_ca_news_10869455_taylor-swift-toronto-concert-fall-viruses__20241115_062359,0.9545454545454546,21,22,High Agreement (≥95%)
www_cbc_ca_news_world_saydnaya-prison-assad-syria-1_7406668_20241211_004404,0.8636363636363636,19,22,Good Agreement (85-95%)
www_theglobeandmail_com_world_article-hamas-leader-sinwar-death__20241018_052406,0.9545454545454546,21,22,High Agreement (≥95%)
bc_ctvnews_ca_dam-in-chilcotin-river-will-be-overtaken-by-water-within-hours-b-c-officials-1_6989204_20240805_093349,0.8636363636363636,19,22,Good Agreement (85-95%)
www_thestar_com_news_gta_there-is-no-justice-here-anguished-mother-speaks-out-after-daughter-shot-dead-in-the_article_a58ddb2c-7694-11ef-b411-7bf77a84df19_html_20240925_134429,0.9090909090909091,20,22,Good Agreement (85-95%)
441292HAN292-12637341,1.0,22,22,High Agreement (≥95%)
www_thestar_com_news_canada_her-pension-wasn-t-enough-to-cover-toronto-rent-then-she-found-a-lifeline-in_article_4c81e3d4-bbf4-11ef-9c22-8324d6d0142d_html_20241225_011430,0.9545454545454546,21,22,High Agreement (≥95%)
441363HAN363-12966365,0.9545454545454546,21,22,High Agreement (≥95%)
441327HAN327-12806655,0.8636363636363636,19,22,Good Agreement (85-95%)
441374HAN374-13008017,0.9545454545454546,21,22,High Agreement (≥95%)
441282HAN282-12584968,0.9545454545454546,21,22,High Agreement (≥95%)
www_theglobeandmail_com_world_article-trump-selects-robert-f-kennedy-jr-to-lead-department-of-health-and__20241114_222331,0.9090909090909091,20,22,Good Agreement (85-95%)
441353HAN353-12925534,0.9090909090909091,20,22,Good Agreement (85-95%)
441318HAN318-12760568,1.0,22,22,High Agreement (≥95%)
441314HAN314-12748049,0.9090909090909091,20,22,Good Agreement (85-95%)
vancouversun_com_news_urban-rat-management-vancouver-rat-project-sfu-researcher_20240929_025407,1.0,22,22,High Agreement (≥95%)
montrealgazette_com_news_local-news_quebec-government-will-slap-ceiling-on-number-of-international-students_20241010_134334,0.8636363636363636,19,22,Good Agreement (85-95%)
441316HAN316-12757408,0.9545454545454546,21,22,High Agreement (≥95%)
441327HAN327-12806790,1.0,22,22,High Agreement (≥95%)
vancouversun_com_news_bc-tour-guides-haul-tonnes-of-plastic-debris-from-ocean_20240817_232355,0.9545454545454546,21,22,High Agreement (≥95%)
441304HAN304-12698110,1.0,22,22,High Agreement (≥95%)
441313HAN313-12739297,0.9545454545454546,21,22,High Agreement (≥95%)
www_theglobeandmail_com_world_article-israelis-and-palestinians-mourn-oct-7-and-a-year-of-death-and__20241005_195352,0.9090909090909091,20,22,Good Agreement (85-95%)
441363HAN363-12965958,1.0,22,22,High Agreement (≥95%)
441361HAN361-12957537,1.0,22,22,High Agreement (≥95%)
www_theglobeandmail_com_canada_alberta_article-mayor-of-jasper-says-wildfire-destruction-beyond-description-and__20240726_084351,0.8636363636363636,19,22,Good Agreement (85-95%)
montrealgazette_com_news_local-news_montreal-public-health-calls-for-tolerance-cooperation-during-heat-wave_20240619_031343,0.9090909090909091,20,22,Good Agreement (85-95%)
montrealgazette_com_news_local-news_analysis-quebec-in-midst-of-new-covid-19-summer-wave_20240708_071355,1.0,22,22,High Agreement (≥95%)
www_cbc_ca_news_world_hunter-biden-legal-woes-1_7232135_20240612_064433,1.0,22,22,High Agreement (≥95%)
441308HAN308-12718732,0.9545454545454546,21,22,High Agreement (≥95%)
www_theglobeandmail_com_canada_article-cfia-food-safety-algorithm-listeria-outbreak__20241214_193356,0.9090909090909091,20,22,Good Agreement (85-95%)
441367HAN367-12979339,0.9545454545454546,21,22,High Agreement (≥95%)
441389HAN389-13070319,1.0,22,22,High Agreement (≥95%)
montrealgazette_com_news_local-news_new-flood-map-doubles-number-of-greater-montreal-homes-in-flood-zones_20241001_045338,0.8636363636363636,19,22,Good Agreement (85-95%)
www_thestar_com_news_ontario_ontario-is-a-world-leader-in-wastewater-surveillance-for-covid-the-province-s-decision-to_article_cc8904b2-235c-11ef-ab55-cf93ea899d5a_html_20240606_061404,0.8636363636363636,19,22,Good Agreement (85-95%)
441308HAN308-12718621,0.9545454545454546,21,22,High Agreement (≥95%)
bc_ctvnews_ca_family-of-woman-denied-maid-at-b-c-hospital-files-charter-challenge-1_6929866_20240617_205338,0.9090909090909091,20,22,Good Agreement (85-95%)
441318HAN318-12763616,1.0,22,22,High Agreement (≥95%)
vancouversun_com_news_bc-election-2024-metro-vancouver-fraser-valley-ridings-to-watch_20240921_161356,0.9545454545454546,21,22,High Agreement (≥95%)
nationalpost_com_opinion_doanld-trump-grants-liberals-a-pardon_20250121_014356,0.9545454545454546,21,22,High Agreement (≥95%)
www_cbc_ca_news_world_new-years-eve-world-celebrations-1_7420758_20241231_204425,0.9090909090909091,20,22,Good Agreement (85-95%)
441316HAN316-12756075,1.0,22,22,High Agreement (≥95%)
441379HAN379-13029459,1.0,22,22,High Agreement (≥95%)
441383HAN383-13045265,0.9090909090909091,20,22,Good Agreement (85-95%)
441297HAN297-12667766,0.9545454545454546,21,22,High Agreement (≥95%)
www_theglobeandmail_com_world_article-the-fearless-ukraine-soldiers-front-lines__20240607_112405,1.0,22,22,High Agreement (≥95%)
441332HAN332-12828125,0.9090909090909091,20,22,Good Agreement (85-95%)
www_cbc_ca_newsinteractives_features_dawson-creek-violence-crime_20241011_114356,0.9090909090909091,20,22,Good Agreement (85-95%)
441334HAN334-12835833,0.9545454545454546,21,22,High Agreement (≥95%)
atlantic_ctvnews_ca_n-b-liberals-will-form-majority-government-holt-to-become-first-female-premier-1_7080761_20241022_011330,0.9545454545454546,21,22,High Agreement (≥95%)
www_theglobeandmail_com_world_article-emmanuel-macron-french-election-result__20240708_191333,0.8636363636363636,19,22,Good Agreement (85-95%)
montrealgazette_com_news_local-news_fact-checking-the-ministers-letter-on-accessing-health-care-in-english_20240809_170352,1.0,22,22,High Agreement (≥95%)
vancouversun_com_opinion_columnists_bc-premier-david-eby-hits-back-at-andrew-weavers-know-it-all-accusation_20240716_013334,1.0,22,22,High Agreement (≥95%)
441383HAN383-13049473,0.8636363636363636,19,22,Good Agreement (85-95%)
www_theglobeandmail_com_canada_article-canadians-killed-israeli-strike-lebanon__20240926_050329,0.9090909090909091,20,22,Good Agreement (85-95%)
441271HAN271-12539726,0.9090909090909091,20,22,Good Agreement (85-95%)
vancouversun_com_entertainment_music_rolling-stones-vancouver-concert-bc-place_20240707_020336,0.9545454545454546,21,22,High Agreement (≥95%)
441291HAN291-12636285,1.0,22,22,High Agreement (≥95%)
441273HAN273-12549874,0.9545454545454546,21,22,High Agreement (≥95%)
www_cbc_ca_news_canada_toronto_sunrise-homes-illegal-sales-1_7358494_20241022_111353,0.9545454545454546,21,22,High Agreement (≥95%)
441316HAN316-12755723,1.0,22,22,High Agreement (≥95%)
441291HAN291-12636434,0.8636363636363636,19,22,Good Agreement (85-95%)
www_thestar_com_news_donald-trump-closed-his-eyes-in-court-but-he-couldnt-make-the-guilty-verdict-go_article_2aba8942-1eef-11ef-9ee9-67830583af34_html_20240531_122407,1.0,22,22,High Agreement (≥95%)
441349HAN349-12906070,0.9545454545454546,21,22,High Agreement (≥95%)
441311HAN311-12729940,0.9090909090909091,20,22,Good Agreement (85-95%)
441324HAN324-12795195,1.0,22,22,High Agreement (≥95%)
441318HAN318-12763902,1.0,22,22,High Agreement (≥95%)
www_cbc_ca_news_politics_trump-tariffs-canada-news-2025-1_7443255_20250131_193427,0.9545454545454546,21,22,High Agreement (≥95%)
441310HAN310-12728566,1.0,22,22,High Agreement (≥95%)
vancouversun_com_news_surrey-coworkers-in-lottery-pool-lose-fight-to-split-2-million-bc-49-win_20250114_130358,0.9545454545454546,21,22,High Agreement (≥95%)
www_theglobeandmail_com_world_article-new-gaza-ceasefire-talks-begin-in-qatar-aiming-to-head-off-wider-war__20240816_140332,0.9545454545454546,21,22,High Agreement (≥95%)
441296HAN296-12663378,0.9545454545454546,21,22,High Agreement (≥95%)
441276HAN276-12560119,0.9545454545454546,21,22,High Agreement (≥95%)
441391HAN391-13074171,0.8181818181818182,18,22,Moderate Agreement (75-85%)
globalnews_ca_news_10785085_israel-hezbollah-high-ranking-official-latest-updates__20240929_155332,0.9090909090909091,20,22,Good Agreement (85-95%)
441373HAN373-13003081,0.9090909090909091,20,22,Good Agreement (85-95%)
441366HAN366-12975009,1.0,22,22,High Agreement (≥95%)
globalnews_ca_news_10828181_justin-trudeau-immigration-changes-canada__20241024_194406,0.8636363636363636,19,22,Good Agreement (85-95%)
www_ctvnews_ca_health_health-data-collected-from-indigenous-peoples-in-canada-has-a-dark-history-one-indigenous-company-is-turning-that-around-1_7044920_20240920_123331,0.9090909090909091,20,22,Good Agreement (85-95%)
441354HAN354-12927188,0.9545454545454546,21,22,High Agreement (≥95%)
441298HAN298-12674678,1.0,22,22,High Agreement (≥95%)
441325HAN325-12798207,0.9545454545454546,21,22,High Agreement (≥95%)
441331HAN331-12824081,1.0,22,22,High Agreement (≥95%)
www_theglobeandmail_com_politics_article-trudeau-announces-two-month-partial-gst-holiday-250-cheques-for-many__20241121_211333,1.0,22,22,High Agreement (≥95%)
441312HAN312-12736248,1.0,22,22,High Agreement (≥95%)
441321HAN321-12777352,1.0,22,22,High Agreement (≥95%)
globalnews_ca_news_10540376_jewish-children-rising-antisemitism-ottawa__20240603_041407,0.9545454545454546,21,22,High Agreement (≥95%)
nationalpost_com_opinion_terry-glavin-nato-sleepwalks-away-from-the-problems-of-its-bloodied-global-allies_20241222_134408,0.9090909090909091,20,22,Good Agreement (85-95%)
441322HAN322-12782154,0.9545454545454546,21,22,High Agreement (≥95%)
441281HAN281-12584055,1.0,22,22,High Agreement (≥95%)
441330HAN330-12820645,0.9090909090909091,20,22,Good Agreement (85-95%)
441345HAN345-12890079,1.0,22,22,High Agreement (≥95%)
441309HAN309-12720846,0.9545454545454546,21,22,High Agreement (≥95%)
www_thestar_com_news_canada_what-a-rising-summer-wave-says-about-canada-s-long-term-future-with-covid_article_6587a336-49e0-11ef-8406-778fbc57293b_html_20240728_091436,1.0,22,22,High Agreement (≥95%)
441318HAN318-12763070,1.0,22,22,High Agreement (≥95%)
vancouversun_com_news_complaint-bc-human-rights-hotel-guide-dog_20241004_221338,1.0,22,22,High Agreement (≥95%)
441333HAN333-12831082,0.9545454545454546,21,22,High Agreement (≥95%)
www_thestar_com_politics_federal_pierre-poilievre-calls-justin-trudeaus-gst-cut-a-tax-trick-and-says-his-conservatives-wont_article_6662cb38-ada8-11ef-8cb4-a3e122ff5ee0_html_20241129_003400,0.9545454545454546,21,22,High Agreement (≥95%)
www_theglobeandmail_com_world_article-the-latest-on-gaza-ceasefire-hamas-releases-first-three-hostages__20250119_174332,1.0,22,22,High Agreement (≥95%)
441291HAN291-12633448,0.9545454545454546,21,22,High Agreement (≥95%)
www_cbc_ca_news_world_us-presidency-trump-wins-1_7375086_20241106_222409,0.9545454545454546,21,22,High Agreement (≥95%)
nationalpost_com_news_canada_rcmp-musical-ride-issues-caused-by-perfect-storm-of-recruitment-issues-pandemic-unit-head_20240710_071333,1.0,22,22,High Agreement (≥95%)
441362HAN362-12961607,1.0,22,22,High Agreement (≥95%)
globalnews_ca_news_10813937_canada-child-benefit-october-2024__20241017_111407,0.9545454545454546,21,22,High Agreement (≥95%)
vancouversun_com_news_lithium-battery-explodes-in-vancouver-island-fire-chiefs-home_20241202_134331,0.8181818181818182,18,22,Moderate Agreement (75-85%)
441309HAN309-12720321,0.9545454545454546,21,22,High Agreement (≥95%)
441318HAN318-12764901,0.9090909090909091,20,22,Good Agreement (85-95%)
montrealgazette_com_opinion_kelly-nick-suzuki-doesnt-have-to-speak-french-caq-ministers-say_20241011_075330,1.0,22,22,High Agreement (≥95%)
www_thestar_com_politics_trudeau-governments-team-canada-approach-to-donald-trump-is-already-on-shaky-ground-heres-why_article_204c0978-add2-11ef-beaa-370061522dad_html_20241129_044402,1.0,22,22,High Agreement (≥95%)
441331HAN331-12822498,1.0,22,22,High Agreement (≥95%)
441314HAN314-12748269,0.9545454545454546,21,22,High Agreement (≥95%)
www_thestar_com_politics_provincial_doug-ford-takes-next-step-toward-removing-bike-lanes-on-yonge-bloor-and-university_article_13ec9942-97af-11ef-afe7-bb53787157d3_html_20241031_222417,0.9545454545454546,21,22,High Agreement (≥95%)
441325HAN325-12796409,1.0,22,22,High Agreement (≥95%)
441302HAN302-12690147,1.0,22,22,High Agreement (≥95%)
441276HAN276-12562662,0.9545454545454546,21,22,High Agreement (≥95%)
441382HAN382-13043013,1.0,22,22,High Agreement (≥95%)
www_cbc_ca_news_canada_calgary_westjet-strike-continues-union-president-1_7251118_20240630_233441,0.9545454545454546,21,22,High Agreement (≥95%)
www_theglobeandmail_com_world_article-israeli-forces-rescue-four-live-hostages-from-gaza-military-says__20240608_162338,0.9090909090909091,20,22,Good Agreement (85-95%)
www_cbc_ca_news_canada_incendiary-devices-plot-canada-russia-1_7378613_20241109_213430,1.0,22,22,High Agreement (≥95%)
441342HAN342-12879974,1.0,22,22,High Agreement (≥95%)
441361HAN361-12955765,1.0,22,22,High Agreement (≥95%)
