session_name,session_type,model_id,llm,category,subcategory,prefix,label_column,pipeline_name
large_20260122_171318,large,gemma_themes_large_health/microsoft_mdeberta-v3-base/model,gemma,themes,health,microsoft_mdeberta_v3_base_22,microsoft_mdeberta_v3_base_22_label,gemma_large
large_20260122_171318,large,gemma_themes_large_housing/microsoft_mdeberta-v3-base/model,gemma,themes,housing,microsoft_mdeberta_v3_base_23,microsoft_mdeberta_v3_base_23_label,gemma_large
large_20260122_171318,large,gemma_themes_large_immigration/microsoft_mdeberta-v3-base/model,gemma,themes,immigration,microsoft_mdeberta_v3_base_24,microsoft_mdeberta_v3_base_24_label,gemma_large
large_20260122_171318,large,gemma_themes_large_indigenous_affairs/microsoft_mdeberta-v3-base/model,gemma,themes,indigenous_affairs,microsoft_mdeberta_v3_base_25,microsoft_mdeberta_v3_base_25_label,gemma_large
large_20260122_171318,large,gemma_themes_large_international_affairs/microsoft_mdeberta-v3-base/model,gemma,themes,international_affairs,microsoft_mdeberta_v3_base_26,microsoft_mdeberta_v3_base_26_label,gemma_large
large_20260122_171318,large,gemma_themes_large_labor/microsoft_mdeberta-v3-base/model,gemma,themes,labor,microsoft_mdeberta_v3_base_27,microsoft_mdeberta_v3_base_27_label,gemma_large
large_20260122_171318,large,gemma_themes_large_law_and_crime/microsoft_mdeberta-v3-base/model,gemma,themes,law_and_crime,microsoft_mdeberta_v3_base_28,microsoft_mdeberta_v3_base_28_label,gemma_large
large_20260122_171318,large,gemma_themes_large_macroeconomics/microsoft_mdeberta-v3-base/model,gemma,themes,macroeconomics,microsoft_mdeberta_v3_base_29,microsoft_mdeberta_v3_base_29_label,gemma_large
large_20260122_171318,large,gemma_themes_large_public_lands/microsoft_mdeberta-v3-base/model,gemma,themes,public_lands,microsoft_mdeberta_v3_base_30,microsoft_mdeberta_v3_base_30_label,gemma_large
large_20260122_171318,large,gemma_themes_large_rights_liberties_minorities_discrimination/microsoft_mdeberta-v3-base/model,gemma,themes,rights_liberties_minorities_discrimination,microsoft_mdeberta_v3_base_31,microsoft_mdeberta_v3_base_31_label,gemma_large
large_20260122_171318,large,gemma_themes_large_social_welfare/microsoft_mdeberta-v3-base/model,gemma,themes,social_welfare,microsoft_mdeberta_v3_base_32,microsoft_mdeberta_v3_base_32_label,gemma_large
large_20260122_171318,large,gemma_themes_large_technology/microsoft_mdeberta-v3-base/model,gemma,themes,technology,microsoft_mdeberta_v3_base_33,microsoft_mdeberta_v3_base_33_label,gemma_large
large_20260122_171318,large,gemma_themes_large_transportation/microsoft_mdeberta-v3-base/model,gemma,themes,transportation,microsoft_mdeberta_v3_base_34,microsoft_mdeberta_v3_base_34_label,gemma_large
large_20260122_171318,large,gpt_4_1_political_parties_large_BQ/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,BQ,microsoft_mdeberta_v3_base_35,microsoft_mdeberta_v3_base_35_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_political_parties_large_CAQ/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,CAQ,microsoft_mdeberta_v3_base_36,microsoft_mdeberta_v3_base_36_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_political_parties_large_CPC/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,CPC,microsoft_mdeberta_v3_base_37,microsoft_mdeberta_v3_base_37_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_political_parties_large_GPC/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,GPC,microsoft_mdeberta_v3_base_38,microsoft_mdeberta_v3_base_38_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_political_parties_large_LPC/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,LPC,microsoft_mdeberta_v3_base_39,microsoft_mdeberta_v3_base_39_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_political_parties_large_NDP/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,NDP,microsoft_mdeberta_v3_base_40,microsoft_mdeberta_v3_base_40_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_political_parties_large_PLQ/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,PLQ,microsoft_mdeberta_v3_base_41,microsoft_mdeberta_v3_base_41_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_political_parties_large_PQ/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,PQ,microsoft_mdeberta_v3_base_42,microsoft_mdeberta_v3_base_42_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_political_parties_large_QS/microsoft_mdeberta-v3-base/model,gpt_4_1,political_parties,QS,microsoft_mdeberta_v3_base_43,microsoft_mdeberta_v3_base_43_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_sentiment_large/microsoft_mdeberta-v3-base/model,gpt_4_1,sentiment,,microsoft_mdeberta_v3_base_44,microsoft_mdeberta_v3_base_44_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_specific_themes_large/microsoft_mdeberta-v3-base/model,gpt_4_1,specific_themes,,microsoft_mdeberta_v3_base_45,microsoft_mdeberta_v3_base_45_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_agriculture/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,agriculture,microsoft_mdeberta_v3_base_46,microsoft_mdeberta_v3_base_46_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_culture_nationalism/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,culture_nationalism,microsoft_mdeberta_v3_base_47,microsoft_mdeberta_v3_base_47_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_defense/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,defense,microsoft_mdeberta_v3_base_48,microsoft_mdeberta_v3_base_48_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_domestic_commerce/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,domestic_commerce,microsoft_mdeberta_v3_base_49,microsoft_mdeberta_v3_base_49_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_education/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,education,microsoft_mdeberta_v3_base_50,microsoft_mdeberta_v3_base_50_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_energy/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,energy,microsoft_mdeberta_v3_base_51,microsoft_mdeberta_v3_base_51_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_environment/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,environment,microsoft_mdeberta_v3_base_52,microsoft_mdeberta_v3_base_52_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_foreign_trade/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,foreign_trade,microsoft_mdeberta_v3_base_53,microsoft_mdeberta_v3_base_53_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_governments_governance/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,governments_governance,microsoft_mdeberta_v3_base_54,microsoft_mdeberta_v3_base_54_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_health/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,health,microsoft_mdeberta_v3_base_55,microsoft_mdeberta_v3_base_55_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_housing/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,housing,microsoft_mdeberta_v3_base_56,microsoft_mdeberta_v3_base_56_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_immigration/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,immigration,microsoft_mdeberta_v3_base_57,microsoft_mdeberta_v3_base_57_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_international_affairs/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,international_affairs,microsoft_mdeberta_v3_base_58,microsoft_mdeberta_v3_base_58_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_labor/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,labor,microsoft_mdeberta_v3_base_59,microsoft_mdeberta_v3_base_59_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_law_and_crime/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,law_and_crime,microsoft_mdeberta_v3_base_60,microsoft_mdeberta_v3_base_60_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_macroeconomics/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,macroeconomics,microsoft_mdeberta_v3_base_61,microsoft_mdeberta_v3_base_61_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_public_lands/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,public_lands,microsoft_mdeberta_v3_base_62,microsoft_mdeberta_v3_base_62_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_rights_liberties_minorities_discrimination/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,rights_liberties_minorities_discrimination,microsoft_mdeberta_v3_base_63,microsoft_mdeberta_v3_base_63_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_social_welfare/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,social_welfare,microsoft_mdeberta_v3_base_64,microsoft_mdeberta_v3_base_64_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_technology/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,technology,microsoft_mdeberta_v3_base_65,microsoft_mdeberta_v3_base_65_label,gpt_4_1_large
large_20260122_171318,large,gpt_4_1_themes_large_transportation/microsoft_mdeberta-v3-base/model,gpt_4_1,themes,transportation,microsoft_mdeberta_v3_base_66,microsoft_mdeberta_v3_base_66_label,gpt_4_1_large
large_20260122_171318,large,gpt_5_political_parties_large_BQ/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,BQ,microsoft_mdeberta_v3_base_67,microsoft_mdeberta_v3_base_67_label,gpt_5_large
large_20260122_171318,large,gpt_5_political_parties_large_CAQ/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,CAQ,microsoft_mdeberta_v3_base_68,microsoft_mdeberta_v3_base_68_label,gpt_5_large
large_20260122_171318,large,gpt_5_political_parties_large_CPC/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,CPC,microsoft_mdeberta_v3_base_69,microsoft_mdeberta_v3_base_69_label,gpt_5_large
large_20260122_171318,large,gpt_5_political_parties_large_GPC/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,GPC,microsoft_mdeberta_v3_base_70,microsoft_mdeberta_v3_base_70_label,gpt_5_large
large_20260122_171318,large,gpt_5_political_parties_large_LPC/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,LPC,microsoft_mdeberta_v3_base_71,microsoft_mdeberta_v3_base_71_label,gpt_5_large
large_20260122_171318,large,gpt_5_political_parties_large_NDP/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,NDP,microsoft_mdeberta_v3_base_72,microsoft_mdeberta_v3_base_72_label,gpt_5_large
large_20260122_171318,large,gpt_5_political_parties_large_PLQ/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,PLQ,microsoft_mdeberta_v3_base_73,microsoft_mdeberta_v3_base_73_label,gpt_5_large
large_20260122_171318,large,gpt_5_political_parties_large_PQ/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,PQ,microsoft_mdeberta_v3_base_74,microsoft_mdeberta_v3_base_74_label,gpt_5_large
large_20260122_171318,large,gpt_5_political_parties_large_QS/microsoft_mdeberta-v3-base/model,gpt_5,political_parties,QS,microsoft_mdeberta_v3_base_75,microsoft_mdeberta_v3_base_75_label,gpt_5_large
large_20260122_171318,large,gpt_5_sentiment_large/microsoft_mdeberta-v3-base/model,gpt_5,sentiment,,microsoft_mdeberta_v3_base_76,microsoft_mdeberta_v3_base_76_label,gpt_5_large
large_20260122_171318,large,gpt_5_specific_themes_large/microsoft_mdeberta-v3-base/model,gpt_5,specific_themes,,microsoft_mdeberta_v3_base_77,microsoft_mdeberta_v3_base_77_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_agriculture/microsoft_mdeberta-v3-base/model,gpt_5,themes,agriculture,microsoft_mdeberta_v3_base_78,microsoft_mdeberta_v3_base_78_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_culture_nationalism/microsoft_mdeberta-v3-base/model,gpt_5,themes,culture_nationalism,microsoft_mdeberta_v3_base_79,microsoft_mdeberta_v3_base_79_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_defense/microsoft_mdeberta-v3-base/model,gpt_5,themes,defense,microsoft_mdeberta_v3_base_80,microsoft_mdeberta_v3_base_80_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_domestic_commerce/microsoft_mdeberta-v3-base/model,gpt_5,themes,domestic_commerce,microsoft_mdeberta_v3_base_81,microsoft_mdeberta_v3_base_81_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_education/microsoft_mdeberta-v3-base/model,gpt_5,themes,education,microsoft_mdeberta_v3_base_82,microsoft_mdeberta_v3_base_82_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_energy/microsoft_mdeberta-v3-base/model,gpt_5,themes,energy,microsoft_mdeberta_v3_base_83,microsoft_mdeberta_v3_base_83_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_environment/microsoft_mdeberta-v3-base/model,gpt_5,themes,environment,microsoft_mdeberta_v3_base_84,microsoft_mdeberta_v3_base_84_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_foreign_trade/microsoft_mdeberta-v3-base/model,gpt_5,themes,foreign_trade,microsoft_mdeberta_v3_base_85,microsoft_mdeberta_v3_base_85_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_governments_governance/microsoft_mdeberta-v3-base/model,gpt_5,themes,governments_governance,microsoft_mdeberta_v3_base_86,microsoft_mdeberta_v3_base_86_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_health/microsoft_mdeberta-v3-base/model,gpt_5,themes,health,microsoft_mdeberta_v3_base_87,microsoft_mdeberta_v3_base_87_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_housing/microsoft_mdeberta-v3-base/model,gpt_5,themes,housing,microsoft_mdeberta_v3_base_88,microsoft_mdeberta_v3_base_88_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_immigration/microsoft_mdeberta-v3-base/model,gpt_5,themes,immigration,microsoft_mdeberta_v3_base_89,microsoft_mdeberta_v3_base_89_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_international_affairs/microsoft_mdeberta-v3-base/model,gpt_5,themes,international_affairs,microsoft_mdeberta_v3_base_90,microsoft_mdeberta_v3_base_90_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_labor/microsoft_mdeberta-v3-base/model,gpt_5,themes,labor,microsoft_mdeberta_v3_base_91,microsoft_mdeberta_v3_base_91_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_law_and_crime/microsoft_mdeberta-v3-base/model,gpt_5,themes,law_and_crime,microsoft_mdeberta_v3_base_92,microsoft_mdeberta_v3_base_92_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_macroeconomics/microsoft_mdeberta-v3-base/model,gpt_5,themes,macroeconomics,microsoft_mdeberta_v3_base_93,microsoft_mdeberta_v3_base_93_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_public_lands/microsoft_mdeberta-v3-base/model,gpt_5,themes,public_lands,microsoft_mdeberta_v3_base_94,microsoft_mdeberta_v3_base_94_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_rights_liberties_minorities_discrimination/microsoft_mdeberta-v3-base/model,gpt_5,themes,rights_liberties_minorities_discrimination,microsoft_mdeberta_v3_base_95,microsoft_mdeberta_v3_base_95_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_social_welfare/microsoft_mdeberta-v3-base/model,gpt_5,themes,social_welfare,microsoft_mdeberta_v3_base_96,microsoft_mdeberta_v3_base_96_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_technology/microsoft_mdeberta-v3-base/model,gpt_5,themes,technology,microsoft_mdeberta_v3_base_97,microsoft_mdeberta_v3_base_97_label,gpt_5_large
large_20260122_171318,large,gpt_5_themes_large_transportation/microsoft_mdeberta-v3-base/model,gpt_5,themes,transportation,microsoft_mdeberta_v3_base_98,microsoft_mdeberta_v3_base_98_label,gpt_5_large
large_20260122_171318,large,gpt_oss_political_parties_large_BQ/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,BQ,microsoft_mdeberta_v3_base_99,microsoft_mdeberta_v3_base_99_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_political_parties_large_CAQ/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,CAQ,microsoft_mdeberta_v3_base_100,microsoft_mdeberta_v3_base_100_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_political_parties_large_CPC/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,CPC,microsoft_mdeberta_v3_base_101,microsoft_mdeberta_v3_base_101_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_political_parties_large_GPC/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,GPC,microsoft_mdeberta_v3_base_102,microsoft_mdeberta_v3_base_102_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_political_parties_large_LPC/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,LPC,microsoft_mdeberta_v3_base_103,microsoft_mdeberta_v3_base_103_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_political_parties_large_NDP/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,NDP,microsoft_mdeberta_v3_base_104,microsoft_mdeberta_v3_base_104_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_political_parties_large_PLQ/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,PLQ,microsoft_mdeberta_v3_base_105,microsoft_mdeberta_v3_base_105_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_political_parties_large_PQ/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,PQ,microsoft_mdeberta_v3_base_106,microsoft_mdeberta_v3_base_106_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_political_parties_large_QS/microsoft_mdeberta-v3-base/model,gpt_oss,political_parties,QS,microsoft_mdeberta_v3_base_107,microsoft_mdeberta_v3_base_107_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_sentiment_large/microsoft_mdeberta-v3-base/model,gpt_oss,sentiment,,microsoft_mdeberta_v3_base_108,microsoft_mdeberta_v3_base_108_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_specific_themes_large/microsoft_mdeberta-v3-base/model,gpt_oss,specific_themes,,microsoft_mdeberta_v3_base_109,microsoft_mdeberta_v3_base_109_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_agriculture/microsoft_mdeberta-v3-base/model,gpt_oss,themes,agriculture,microsoft_mdeberta_v3_base_110,microsoft_mdeberta_v3_base_110_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_culture_nationalism/microsoft_mdeberta-v3-base/model,gpt_oss,themes,culture_nationalism,microsoft_mdeberta_v3_base_111,microsoft_mdeberta_v3_base_111_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_defense/microsoft_mdeberta-v3-base/model,gpt_oss,themes,defense,microsoft_mdeberta_v3_base_112,microsoft_mdeberta_v3_base_112_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_domestic_commerce/microsoft_mdeberta-v3-base/model,gpt_oss,themes,domestic_commerce,microsoft_mdeberta_v3_base_113,microsoft_mdeberta_v3_base_113_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_education/microsoft_mdeberta-v3-base/model,gpt_oss,themes,education,microsoft_mdeberta_v3_base_114,microsoft_mdeberta_v3_base_114_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_energy/microsoft_mdeberta-v3-base/model,gpt_oss,themes,energy,microsoft_mdeberta_v3_base_115,microsoft_mdeberta_v3_base_115_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_environment/microsoft_mdeberta-v3-base/model,gpt_oss,themes,environment,microsoft_mdeberta_v3_base_116,microsoft_mdeberta_v3_base_116_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_foreign_trade/microsoft_mdeberta-v3-base/model,gpt_oss,themes,foreign_trade,microsoft_mdeberta_v3_base_117,microsoft_mdeberta_v3_base_117_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_governments_governance/microsoft_mdeberta-v3-base/model,gpt_oss,themes,governments_governance,microsoft_mdeberta_v3_base_118,microsoft_mdeberta_v3_base_118_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_health/microsoft_mdeberta-v3-base/model,gpt_oss,themes,health,microsoft_mdeberta_v3_base_119,microsoft_mdeberta_v3_base_119_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_housing/microsoft_mdeberta-v3-base/model,gpt_oss,themes,housing,microsoft_mdeberta_v3_base_120,microsoft_mdeberta_v3_base_120_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_immigration/microsoft_mdeberta-v3-base/model,gpt_oss,themes,immigration,microsoft_mdeberta_v3_base_121,microsoft_mdeberta_v3_base_121_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_international_affairs/microsoft_mdeberta-v3-base/model,gpt_oss,themes,international_affairs,microsoft_mdeberta_v3_base_122,microsoft_mdeberta_v3_base_122_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_labor/microsoft_mdeberta-v3-base/model,gpt_oss,themes,labor,microsoft_mdeberta_v3_base_123,microsoft_mdeberta_v3_base_123_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_law_and_crime/microsoft_mdeberta-v3-base/model,gpt_oss,themes,law_and_crime,microsoft_mdeberta_v3_base_124,microsoft_mdeberta_v3_base_124_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_macroeconomics/microsoft_mdeberta-v3-base/model,gpt_oss,themes,macroeconomics,microsoft_mdeberta_v3_base_125,microsoft_mdeberta_v3_base_125_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_public_lands/microsoft_mdeberta-v3-base/model,gpt_oss,themes,public_lands,microsoft_mdeberta_v3_base_126,microsoft_mdeberta_v3_base_126_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_rights_liberties_minorities_discrimination/microsoft_mdeberta-v3-base/model,gpt_oss,themes,rights_liberties_minorities_discrimination,microsoft_mdeberta_v3_base_127,microsoft_mdeberta_v3_base_127_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_social_welfare/microsoft_mdeberta-v3-base/model,gpt_oss,themes,social_welfare,microsoft_mdeberta_v3_base_128,microsoft_mdeberta_v3_base_128_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_technology/microsoft_mdeberta-v3-base/model,gpt_oss,themes,technology,microsoft_mdeberta_v3_base_129,microsoft_mdeberta_v3_base_129_label,gpt_oss_large
large_20260122_171318,large,gpt_oss_themes_large_transportation/microsoft_mdeberta-v3-base/model,gpt_oss,themes,transportation,microsoft_mdeberta_v3_base_130,microsoft_mdeberta_v3_base_130_label,gpt_oss_large
